BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,    28,  1,     10,     10,2,19920907,0340,-25.2367, 176.8117, 4483,    408.6,  12.6550,  35.0562,2,  35.0540,2,    187.6,2,    186.6,2,     5.10,2,    13.30,2,     0.01,2,     0.99,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.5993,-999.000
     316N138_7,  P14C,    28,  1,     11,     11,2,19920907,0340,-25.2367, 176.8117, 4483,    509.3,   9.8983,  34.7435,2,  34.7333,2,    198.4,2,    194.6,2,     7.67,2,    18.51,2,     0.00,2,     1.31,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  9.8388,-999.000
     316N138_7,  P14C,    28,  1,     12,     12,2,19920907,0340,-25.2367, 176.8117, 4483,    609.6,   7.8421,  34.5073,2,  34.5103,2,    208.7,2,    207.0,2,    10.24,2,    22.28,2,     0.00,2,     1.56,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.7799,-999.000
     316N138_7,  P14C,    28,  1,     13,     13,2,19920907,0340,-25.2367, 176.8117, 4483,    710.3,   6.6379,  34.4114,2,  34.4111,2,    208.7,2,    210.6,2,    15.00,2,    25.18,2,     0.00,2,     1.74,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.5715,-999.000
     316N138_7,  P14C,    28,  1,     14,     14,2,19920907,0340,-25.2367, 176.8117, 4483,    811.0,   5.8091,  34.3812,2,  34.3813,2,    201.8,2,    203.7,2,    22.14,2,    27.56,2,     0.00,2,     1.91,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.7378,-999.000
     316N138_7,  P14C,    28,  1,     15,     15,2,19920907,0340,-25.2367, 176.8117, 4483,    912.2,   5.1534,  34.3893,2,  34.3893,2,    190.2,2,    192.0,2,    33.27,2,    29.92,2,     0.00,2,     2.07,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.0771,-999.000
     316N138_7,  P14C,    28,  1,     16,     16,2,19920907,0340,-25.2367, 176.8117, 4483,   1012.6,   4.5368,  34.4027,2,  34.4058,2,    180.9,2,    183.4,2,    44.39,2,    31.68,2,     0.00,2,     2.19,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.4561,-999.000
     316N138_7,  P14C,    28,  1,     17,     17,2,19920907,0340,-25.2367, 176.8117, 4483,   1113.9,   3.9593,  34.4522,2,  34.4509,2,    173.8,2,    173.4,2,    58.71,2,    32.89,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.8745,-999.000
     316N138_7,  P14C,    28,  1,     18,     18,2,19920907,0340,-25.2367, 176.8117, 4483,   1215.0,   3.5405,  34.5011,2,  34.5009,2,    165.2,2,    166.3,2,    72.67,2,    33.58,2,     0.00,2,     2.34,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.4509,-999.000
     316N138_7,  P14C,    28,  1,     19,     19,2,19920907,0340,-25.2367, 176.8117, 4483,   1315.1,   3.1675,  34.5440,2,  34.5424,2,    159.0,2,    159.9,2,    85.88,2,    34.32,2,     0.00,2,     2.39,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.0732,-999.000
     316N138_7,  P14C,    28,  1,     20,     20,2,19920907,0340,-25.2367, 176.8117, 4483,   1416.5,   2.9415,  34.5702,2,  34.5703,2,    154.8,2,    156.6,2,    93.92,2,    34.58,2,     0.00,2,     2.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8412,-999.000
     316N138_7,  P14C,    28,  1,     21,     21,2,19920907,0340,-25.2367, 176.8117, 4483,   1517.3,   2.7888,  34.5846,2,  34.5840,2,    153.6,2,    154.0,2,    98.76,2,    34.93,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.6819,-999.000
     316N138_7,  P14C,    28,  1,     22,     22,2,19920907,0340,-25.2367, 176.8117, 4483,   1618.5,   2.6440,  34.5988,2,  34.5987,2,    152.1,2,    153.1,2,   103.82,2,    35.15,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.5305,-999.000
     316N138_7,  P14C,    28,  1,     23,     23,2,19920907,0340,-25.2367, 176.8117, 4483,   1821.7,   2.4267,  34.6191,2,  34.6195,2,    151.9,2,    152.2,2,   110.14,2,    35.24,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.2991,-999.000
     316N138_7,  P14C,    28,  1,     24,     24,2,19920907,0340,-25.2367, 176.8117, 4483,   2025.2,   2.2606,  34.6361,2,  34.6362,2,    152.4,2,    151.3,2,   115.05,2,    35.33,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1181,-999.000
     316N138_7,  P14C,    28,  1,     25,     25,2,19920907,0340,-25.2367, 176.8117, 4483,   2228.1,   2.1398,  34.6482,2,  34.6480,2,    152.9,2,    151.7,2,   118.54,2,    35.33,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.9815,-999.000
     316N138_7,  P14C,    28,  1,     26,     26,2,19920907,0340,-25.2367, 176.8117, 4483,   2431.0,   2.0273,  34.6594,2,  34.6593,2,    152.9,2,    153.2,2,   120.79,2,    35.29,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8528,-999.000
     316N138_7,  P14C,    28,  1,     27,     27,2,19920907,0340,-25.2367, 176.8117, 4483,   2635.0,   1.9425,  34.6680,2,  34.6670,2,    155.3,2,    154.1,2,   122.85,2,    35.25,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7508,-999.000
     316N138_7,  P14C,    28,  1,     28,     28,2,19920907,0340,-25.2367, 176.8117, 4483,   2839.3,   1.8841,  34.6737,2,  34.6735,2,    155.7,2,    154.8,2,   124.70,2,    35.30,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6744,-999.000
     316N138_7,  P14C,    28,  1,     29,     29,2,19920907,0340,-25.2367, 176.8117, 4483,   3042.0,   1.8521,  34.6769,2,  34.6772,2,    154.9,2,    155.3,2,   125.73,2,    35.26,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6235,-999.000
     316N138_7,  P14C,    28,  1,     30,     30,2,19920907,0340,-25.2367, 176.8117, 4483,   3246.3,   1.8394,  34.6790,2,  34.6797,2,    156.5,2,    155.9,2,   126.54,2,    35.31,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5907,-999.000
     316N138_7,  P14C,    28,  1,     31,     31,2,19920907,0340,-25.2367, 176.8117, 4483,   3448.1,   1.8351,  34.6811,2,  34.6813,2,    156.8,2,    155.9,2,   126.93,2,    35.27,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5659,-999.000
     316N138_7,  P14C,    28,  1,     32,     32,2,19920907,0340,-25.2367, 176.8117, 4483,   3653.3,   1.8405,  34.6822,2,  34.6815,2,    155.9,2,    156.2,2,   127.96,2,    35.31,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5496,-999.000
     316N138_7,  P14C,    28,  1,     33,     33,2,19920907,0340,-25.2367, 176.8117, 4483,   3857.1,   1.8518,  34.6829,2,  34.6829,2,    156.9,2,    156.1,2,   127.73,2,    35.27,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5388,-999.000
     316N138_7,  P14C,    28,  1,     34,     34,2,19920907,0340,-25.2367, 176.8117, 4483,   4062.1,   1.8678,  34.6827,2,  34.6831,2,    157.1,2,    156.6,2,   128.33,2,    35.28,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5317,-999.000
     316N138_7,  P14C,    28,  1,     35,     35,2,19920907,0340,-25.2367, 176.8117, 4483,   4266.0,   1.8873,  34.6831,2,  34.6825,2,    156.6,2,    156.2,2,   128.52,2,    35.32,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5275,-999.000
     316N138_7,  P14C,    28,  1,     37,     37,2,19920907,0340,-25.2367, 176.8117, 4483,   4527.1,   1.9128,  34.6834,2,  34.6835,2,    155.3,2,    156.5,2,   128.70,2,    35.28,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5219,-999.000
     316N138_7,  P14C,    29,  1,      1,      1,2,19920907,0916,-24.8033, 176.8867, 4473,      1.4,  20.4284,  35.6700,2,  35.6722,2,    223.4,2,    225.0,2,     1.65,2,     0.00,2,     0.00,2,     0.10,2,    2.176,2,    1.161,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.4282,-999.000
     316N138_7,  P14C,    29,  1,      2,      2,2,19920907,0916,-24.8033, 176.8867, 4473,     17.3,  20.4274,  35.6708,2,  35.6721,2,    222.2,2,    224.8,2,     1.63,2,     0.00,2,     0.01,2,     0.10,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.4242,-999.000
     316N138_7,  P14C,    29,  1,      3,      3,2,19920907,0916,-24.8033, 176.8867, 4473,     58.1,  19.9004,  35.6774,2,  35.6790,2,    218.8,2,    217.4,2,     1.61,2,     0.40,2,     0.14,2,     0.15,2,    2.226,2,    1.146,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 19.8897,-999.000
     316N138_7,  P14C,    29,  1,      4,      4,2,19920907,0916,-24.8033, 176.8867, 4473,    107.3,  18.9993,  35.6314,2,  35.4952,2,    195.8,2,    196.2,2,     2.20,2,     5.81,2,     0.04,2,     0.51,2,    2.010,2,    1.044,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.9802,-999.000
     316N138_7,  P14C,    29,  1,      5,      5,2,19920907,0916,-24.8033, 176.8867, 4473,    157.4,  18.0303,  35.5927,2,  35.5931,2,    198.0,2,    197.0,2,     1.98,2,     4.13,2,     0.02,2,     0.41,2,    2.043,2,    1.089,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.0032,-999.000
     316N138_7,  P14C,    29,  1,      6,      6,2,19920907,0916,-24.8033, 176.8867, 4473,    205.3,  17.1214,  35.5299,2,  35.5294,2,    199.2,2,    193.3,2,     1.96,2,     5.45,2,     0.01,2,     0.50,2,    2.009,2,    1.041,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.0872,-999.000
     316N138_7,  P14C,    29,  1,      7,      7,3,19920907,0916,-24.8033, 176.8867, 4473,    251.9,  16.1434,  35.4389,2,  35.2220,4,    197.1,2,    190.9,4,     4.16,4,    10.68,4,     0.01,4,     0.84,4, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 16.1031,-999.000
     316N138_7,  P14C,    29,  1,      8,      8,2,19920907,0916,-24.8033, 176.8867, 4473,    297.6,  15.1905,  35.3613,2,  35.3615,2,    193.7,2,    194.2,2,     3.53,2,     8.34,2,     0.01,2,     0.69,2,    1.961,2,    1.011,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.1448,-999.000
     316N138_7,  P14C,    29,  1,      9,      9,2,19920907,0916,-24.8033, 176.8867, 4473,    345.7,  13.9048,  35.2058,2,  35.2080,2,    187.9,2,    186.1,2,     4.12,2,    11.06,2,     0.01,2,     0.85,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.8547,-999.000
     316N138_7,  P14C,    29,  1,     10,     10,2,19920907,0916,-24.8033, 176.8867, 4473,    392.6,  12.5271,  35.0399,2,  35.0390,2,    186.2,2,    187.3,2,     5.11,2,    13.48,2,     0.01,2,     1.01,2,    1.431,2,    0.727,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.4740,-999.000
     316N138_7,  P14C,    29,  1,     11,     11,2,19920907,0916,-24.8033, 176.8867, 4473,    492.2,  10.5407,  34.8231,2,  34.8366,3,    191.9,2,    192.9,2,     7.12,2,    17.18,2,     0.01,2,     1.23,2,    1.191,2,    0.605,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.4809,-999.000
     316N138_7,  P14C,    29,  1,     12,     12,2,19920907,0916,-24.8033, 176.8867, 4473,    591.4,   8.3055,  34.5514,2,  34.5584,2,    206.5,2,    206.3,2,     8.92,2,    21.14,2,     0.01,2,     1.49,2,    0.791,2,    0.403,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  8.2432,-999.000
     316N138_7,  P14C,    29,  1,     13,     13,2,19920907,0916,-24.8033, 176.8867, 4473,    698.6,   7.0811,  34.4511,2,  34.4521,2,    209.5,2,    209.1,2,    13.56,2,    24.26,2,     0.01,2,     1.70,2,    0.450,2,    0.242,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.0135,-999.000
     316N138_7,  P14C,    29,  1,     14,     14,2,19920907,0916,-24.8033, 176.8867, 4473,    806.2,   6.1446,  34.3970,2,  34.3976,2,    205.2,2,    205.9,2,    20.01,2,    26.87,2,     0.01,2,     1.87,2,    0.230,2,    0.127,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.0717,-999.000
     316N138_7,  P14C,    29,  1,     15,     15,2,19920907,0916,-24.8033, 176.8867, 4473,    908.5,   5.4170,  34.3886,2,  34.3910,2,    195.0,2,    196.3,2,    29.72,2,    29.27,2,     0.01,2,     2.04,2,    0.108,2,    0.055,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.3392,-999.000
     316N138_7,  P14C,    29,  1,     16,     16,2,19920907,0916,-24.8033, 176.8867, 4473,   1008.9,   4.7264,  34.4026,2,  34.4037,2,    184.9,2,    186.2,2,    41.24,2,    31.25,2,     0.01,2,     2.18,2,    0.058,2,    0.031,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.6446,-999.000
     316N138_7,  P14C,    29,  1,     17,     17,2,19920907,0916,-24.8033, 176.8867, 4473,   1113.0,   4.0249,  34.4515,2,  34.4520,2,    174.7,2,    175.6,2,    58.66,2,    32.94,2,     0.01,2,     2.30,2,    0.017,2,    0.007,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.9396,-999.000
     316N138_7,  P14C,    29,  1,     18,     18,2,19920907,0916,-24.8033, 176.8867, 4473,   1215.3,   3.6131,  34.5002,2,  34.4992,2,    167.2,2,    169.0,2,    72.26,2,    33.59,2,     0.00,2,     2.36,2,    0.012,2,    0.004,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.5228,-999.000
     316N138_7,  P14C,    29,  1,     19,     19,2,19920907,0916,-24.8033, 176.8867, 4473,   1324.2,   3.2534,  34.5359,2,  34.5357,2,    163.4,2,    161.1,2,    84.48,2,    34.46,2,     0.00,2,     2.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.1575,-999.000
     316N138_7,  P14C,    29,  1,     20,     20,2,19920907,0916,-24.8033, 176.8867, 4473,   1425.2,   3.0155,  34.5631,2,  34.5622,2,    157.9,2,    157.7,2,    93.07,2,    34.81,2,     0.00,2,     2.45,2,    0.001,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.9137,-999.000
     316N138_7,  P14C,    29,  1,     21,     21,2,19920907,0916,-24.8033, 176.8867, 4473,   1526.2,   2.7977,  34.5837,2,  34.5833,2,    154.1,2,    153.9,2,   100.89,2,    35.20,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.6900,-999.000
     316N138_7,  P14C,    29,  1,     22,     22,2,19920907,0916,-24.8033, 176.8867, 4473,   1620.1,   2.6458,  34.5985,2,  34.5988,2,    152.6,2,    153.4,2,   105.43,2,    35.34,2,     0.00,2,     2.49,2,    0.001,2,    0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.5321,-999.000
     316N138_7,  P14C,    29,  1,     23,     23,2,19920907,0916,-24.8033, 176.8867, 4473,   1836.9,   2.4059,  34.6216,2,  34.6220,2,    151.9,2,    152.6,2,   112.49,2,    35.56,2,     0.00,2,     2.50,2,   -0.001,2,    0.000,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.2773,-999.000
     316N138_7,  P14C,    29,  1,     24,     24,2,19920907,0916,-24.8033, 176.8867, 4473,   2037.4,   2.2541,  34.6359,2,  34.6377,2,    151.6,2,    151.7,2,   117.29,2,    35.56,2,     0.00,2,     2.52,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1105,-999.000
     316N138_7,  P14C,    29,  1,     25,     25,2,19920907,0916,-24.8033, 176.8867, 4473,   2240.8,   2.1391,  34.6472,2,  34.6491,2,    151.7,2,    152.0,2,   120.64,2,    35.73,3,     0.00,2,     2.52,2,   -0.005,2,   -0.005,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.9797,-999.000
     316N138_7,  P14C,    29,  1,     26,     26,2,19920907,0916,-24.8033, 176.8867, 4473,   2433.7,   2.0382,  34.6586,2,  34.6599,2,    152.9,2,    153.4,2,   122.53,2,    35.56,2,     0.00,2,     2.51,2,    0.428,4,    0.011,4, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8632,-999.000
     316N138_7,  P14C,    29,  1,     27,     27,2,19920907,0916,-24.8033, 176.8867, 4473,   2622.6,   1.9573,  34.6664,2,  34.6669,2,    154.2,2,    154.0,2,   124.84,2,    35.55,2,     0.00,2,     2.51,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7665,-999.000
     316N138_7,  P14C,    29,  1,     28,     28,2,19920907,0916,-24.8033, 176.8867, 4473,   2825.6,   1.9053,  34.6723,2,  34.6730,2,    155.2,2,    155.1,2,   126.31,2,    35.51,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6964,-999.000
     316N138_7,  P14C,    29,  1,     29,     29,2,19920907,0916,-24.8033, 176.8867, 4473,   3047.9,   1.8683,  34.6757,2,  34.6777,2,    156.1,2,    155.8,2,   127.57,2,    35.56,2,     0.00,2,     2.49,2,   -0.002,2,   -0.008,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6388,-999.000
     316N138_7,  P14C,    29,  1,     30,     30,2,19920907,0916,-24.8033, 176.8867, 4473,   3262.3,   1.8463,  34.6794,2,  34.6799,2,    156.5,2,    156.2,2,   128.41,2,    35.51,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5959,-999.000
     316N138_7,  P14C,    29,  1,     31,     31,2,19920907,0916,-24.8033, 176.8867, 4473,   3473.9,   1.8424,  34.6802,2,  34.6819,2,    156.7,2,    156.1,2,   129.04,2,    35.52,2,     0.00,2,     2.49,2,   -0.001,2,    0.000,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5703,-999.000
     316N138_7,  P14C,    29,  1,     32,     32,2,19920907,0916,-24.8033, 176.8867, 4473,   3677.2,   1.8463,  34.6825,2,  34.6825,2,    156.5,2,    156.4,2,   129.45,2,    35.43,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5528,-999.000
     316N138_7,  P14C,    29,  1,     33,     33,2,19920907,0916,-24.8033, 176.8867, 4473,   3867.6,   1.8583,  34.6821,2,  34.6829,2,    157.2,2,    156.5,2,   129.86,2,    35.43,2,     0.00,2,     2.49,2,   -0.002,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5440,-999.000
     316N138_7,  P14C,    29,  1,     34,     34,2,19920907,0916,-24.8033, 176.8867, 4473,   4064.8,   1.8703,  34.6824,2,  34.6833,2,    156.9,2,    157.0,2,   130.27,2,    35.47,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5338,-999.000
     316N138_7,  P14C,    29,  1,     35,     35,2,19920907,0916,-24.8033, 176.8867, 4473,   4264.3,   1.8863,  34.6837,2,  34.6842,2,    157.2,2,    156.4,2,   130.26,2,    35.47,2,     0.00,2,     2.50,2,   -0.003,2,   -0.005,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5267,-999.000
