BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,    26,  1,     20,     20,2,19920906,1558,-26.1033, 176.6650, 4411,   1361.8,   3.1149,  34.5529,2,  34.5530,2,    158.4,2,    158.8,2,    88.55,2,    34.22,2,     0.00,2,     2.41,2, -999.000,9, -999.000,9,    0.009,2,   1.9710,2,    18.10,2,   -999.0,9,  -999.00,9,   8.417,2,  -999.0,  0.0080,   0.110,   0.042,  3.0172,   0.002
     316N138_7,  P14C,    26,  1,     21,     21,2,19920906,1558,-26.1033, 176.6650, 4411,   1458.2,   2.9477,  34.5721,2,  34.5718,2,    155.6,2,    156.7,2,    93.78,2,    34.44,2,     0.00,2,     2.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.8439,-999.000
     316N138_7,  P14C,    26,  1,     22,     22,2,19920906,1558,-26.1033, 176.6650, 4411,   1555.6,   2.7757,  34.5882,2,  34.5879,2,    154.6,2,    154.5,2,    99.24,2,    34.61,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9,    0.009,2,   1.9860,2,    20.68,2,   -999.0,9,  -999.00,9,   8.447,2,  -999.0,  0.0080,   0.110,   0.042,  2.6658,   0.002
     316N138_7,  P14C,    26,  1,     23,     23,2,19920906,1558,-26.1033, 176.6650, 4411,   1747.3,   2.5027,  34.6139,2,  34.6142,2,    151.8,2,    152.3,2,   107.79,2,    35.01,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9,    0.010,2,   1.9890,2,    22.18,2,   -999.0,9,  -999.00,9,   8.429,2,  -999.0,  0.0080,   0.110,   0.042,  2.3803,   0.002
     316N138_7,  P14C,    26,  1,     24,     24,2,19920906,1558,-26.1033, 176.6650, 4411,   1946.3,   2.3296,  34.6301,2,  34.6313,2,    151.3,2,    152.0,2,   113.11,2,    35.09,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.1928,-999.000
     316N138_7,  P14C,    26,  1,     25,     25,2,19920906,1558,-26.1033, 176.6650, 4411,   2142.9,   2.1793,  34.6449,2,  34.6452,2,    152.4,2,    151.9,2,   117.01,2,    35.31,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.0278,-999.000
     316N138_7,  P14C,    26,  1,     26,     26,2,19920906,1558,-26.1033, 176.6650, 4411,   2338.3,   2.0532,  34.6571,2,  34.6574,2,    153.0,2,    152.9,2,   120.10,2,    35.23,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.8865,-999.000
     316N138_7,  P14C,    26,  1,     27,     27,2,19920906,1558,-26.1033, 176.6650, 4411,   2531.6,   1.9771,  34.6647,2,  34.6650,2,    154.3,2,    153.9,2,   121.54,2,    35.14,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7943,-999.000
     316N138_7,  P14C,    26,  1,     28,     28,2,19920906,1558,-26.1033, 176.6650, 4411,   2733.2,   1.9113,  34.6714,2,  34.6719,2,    154.6,2,    155.0,2,   123.39,2,    35.19,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.7111,-999.000
     316N138_7,  P14C,    26,  1,     29,     29,2,19920906,1558,-26.1033, 176.6650, 4411,   2935.0,   1.8623,  34.6762,2,  34.6768,2,    155.4,2,    156.9,3,   125.04,2,    35.19,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6439,-999.000
     316N138_7,  P14C,    26,  1,     30,     30,2,19920906,1558,-26.1033, 176.6650, 4411,   3135.9,   1.8435,  34.6793,2,  34.6792,2,    155.8,2,    156.1,2,   125.86,2,    35.14,2,     0.00,2,     2.47,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.6057,-999.000
     316N138_7,  P14C,    26,  1,     31,     31,2,19920906,1558,-26.1033, 176.6650, 4411,   3337.2,   1.8369,  34.6807,2,  34.6813,2,    156.2,2,    156.3,2,   126.68,2,    35.10,2,     0.00,2,     2.47,2,    0.001,2,    0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5790,-999.000
     316N138_7,  P14C,    26,  1,     32,     32,2,19920906,1558,-26.1033, 176.6650, 4411,   3539.5,   1.8390,  34.6823,2,  34.6825,2,    155.8,2,    156.3,2,   127.29,2,    35.10,2,     0.00,2,     2.47,2,   -0.002,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5602,-999.000
     316N138_7,  P14C,    26,  1,     33,     33,2,19920906,1558,-26.1033, 176.6650, 4411,   3744.2,   1.8473,  34.6825,2,  34.6827,2,    156.9,2,    156.4,2,   127.26,2,    35.10,2,     0.00,2,     2.46,2,    0.000,2,   -0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5466,-999.000
     316N138_7,  P14C,    26,  1,     34,     34,2,19920906,1558,-26.1033, 176.6650, 4411,   3950.6,   1.8603,  34.6831,2,  34.6837,2,    156.4,2,    156.4,2,   127.66,2,    35.10,2,     0.00,2,     2.45,2,    0.000,2,    0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5368,-999.000
     316N138_7,  P14C,    26,  1,     35,     35,2,19920906,1558,-26.1033, 176.6650, 4411,   4158.5,   1.8774,  34.6840,2,  34.6839,2,    157.2,2,    156.4,2,   127.85,2,    35.15,2,     0.00,2,     2.47,2,    0.002,2,    0.004,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5302,-999.000
     316N138_7,  P14C,    26,  1,     37,     37,2,19920906,1558,-26.1033, 176.6650, 4411,   4454.5,   1.9048,  34.6846,2,  34.6843,2,    155.7,2,    156.8,2,   127.62,2,    35.10,2,     0.00,2,     2.47,2,    0.000,2,   -0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  1.5226,-999.000
     316N138_7,  P14C,    27,  1,      1,      1,2,19920906,2204,-25.6700, 176.7400, 4448,      1.8,  20.7667,  35.6408,2,  35.6431,2,    212.0,2,    215.6,2,     1.61,2,     0.40,2,     0.02,2,     0.14,2,    2.097,2,    1.121,2, -999.000,9,-999.0000,9,  -999.00,9,    138.4,2,     1.45,2,-999.000,9,     3.6,-999.0000,-999.000,-999.000, 20.7663,-999.000
     316N138_7,  P14C,    27,  1,      2,      2,2,19920906,2204,-25.6700, 176.7400, 4448,     21.0,  20.7491,  35.6411,2,  35.6447,2,    211.8,2,    214.7,2,     1.58,2,     0.44,2,     0.02,2,     0.14,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.7451,-999.000
     316N138_7,  P14C,    27,  1,      3,      3,2,19920906,2204,-25.6700, 176.7400, 4448,     60.4,  20.1263,  35.6680,2,  35.6669,2,    214.5,2,    214.8,2,     1.56,2,     0.61,2,     0.10,2,     0.16,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,    139.2,2,     1.41,2,-999.000,9,     8.7,-999.0000,-999.000,-999.000, 20.1151,-999.000
     316N138_7,  P14C,    27,  1,      4,      4,2,19920906,2204,-25.6700, 176.7400, 4448,    111.8,  19.7890,  35.6948,2,  35.6957,2,    213.2,2,    220.8,2,     1.53,2,     0.15,2,     0.13,2,     0.12,2,    2.202,2,    1.179,2, -999.000,9,-999.0000,9,  -999.00,9,    135.3,2,     1.48,2,-999.000,9,     3.8,-999.0000,-999.000,-999.000, 19.7684,-999.000
     316N138_7,  P14C,    27,  1,      5,      5,2,19920906,2204,-25.6700, 176.7400, 4448,    161.6,  18.8207,  35.6206,2,  35.6183,2,    196.3,2,    193.4,2,     1.71,2,     3.45,2,     0.02,2,     0.36,2,    2.009,2,    1.067,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.7920,-999.000
     316N138_7,  P14C,    27,  1,     41,     41,2,19920906,2204,-25.6700, 176.7400, 4448,    211.0,  17.9389,  35.6143,2,  35.5974,2,    204.5,2,    200.3,2,     1.88,2,     3.84,2,     0.01,2,     0.39,2,    2.103,6,    1.099,6, -999.000,9,-999.0000,9,  -999.00,9,    121.6,2,     1.25,2,-999.000,9,     3.7,-999.0000,-999.000,-999.000, 17.9026,-999.000
     316N138_7,  P14C,    27,  1,     40,     40,2,19920906,2204,-25.6700, 176.7400, 4448,    260.7,  16.8263,  35.5069,2,  35.5070,2,    192.7,2,    193.0,2,     2.46,2,     5.88,2,     0.01,2,     0.53,2,    2.020,2,    1.049,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 16.7833,-999.000
     316N138_7,  P14C,    27,  1,      8,      8,2,19920906,2204,-25.6700, 176.7400, 4448,    311.1,  15.3779,  35.3712,2,  35.3744,2,    193.9,2,    191.1,2,     3.24,2,     8.04,2,     0.01,2,     0.66,2,    1.864,2,    0.954,2, -999.000,9,-999.0000,9,  -999.00,9,    101.4,2,     1.18,2,-999.000,9,     4.0,-999.0000,-999.000,-999.000, 15.3297,-999.000
     316N138_7,  P14C,    27,  1,      9,      9,2,19920906,2204,-25.6700, 176.7400, 4448,    361.8,  14.0157,  35.2034,2,  35.2113,2,    187.7,2,    186.8,2,     4.01,2,    10.51,2,     0.01,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.9630,-999.000
     316N138_7,  P14C,    27,  1,     10,     10,2,19920906,2204,-25.6700, 176.7400, 4448,    412.0,  12.4344,  35.0275,2,  35.0305,2,    187.8,2,    187.2,2,     5.39,2,    13.48,2,     0.01,2,     1.02,2,    1.410,2,    0.729,2, -999.000,9,-999.0000,9,  -999.00,9,     72.3,2,     1.22,2,-999.000,9,     3.5,-999.0000,-999.000,-999.000, 12.3789,-999.000
     316N138_7,  P14C,    27,  1,     11,     11,2,19920906,2204,-25.6700, 176.7400, 4448,    511.9,   9.9236,  34.7374,2,  34.7339,2,    191.2,2,    194.0,2,     7.57,2,    18.37,2,     0.00,2,     1.32,2,    1.007,2,    0.515,2, -999.000,9,-999.0000,9,  -999.00,9,     28.8,2,     1.24,2,-999.000,9,     5.2,-999.0000,-999.000,-999.000,  9.8637,-999.000
     316N138_7,  P14C,    27,  1,     12,     12,2,19920906,2204,-25.6700, 176.7400, 4448,    612.0,   8.2449,  34.5483,2,  34.5517,2,    204.7,2,    206.5,2,     9.35,2,    21.39,2,     0.00,2,     1.51,2,    0.748,2,    0.389,2, -999.000,9,-999.0000,9,  -999.00,9,     13.1,2,     1.30,2,-999.000,9,     5.6,-999.0000,-999.000,-999.000,  8.1806,-999.000
     316N138_7,  P14C,    27,  1,     13,     13,2,19920906,2204,-25.6700, 176.7400, 4448,    711.8,   6.9897,  34.4381,2,  34.4379,2,    209.3,2,    210.6,2,    13.53,2,    24.33,2,     0.00,2,     1.70,2,    0.433,2,    0.234,2, -999.000,9,-999.0000,9,  -999.00,9,    -30.6,2,     1.22,2,-999.000,9,     3.4,-999.0000,-999.000,-999.000,  6.9212,-999.000
     316N138_7,  P14C,    27,  1,     14,     14,2,19920906,2204,-25.6700, 176.7400, 4448,    813.2,   6.0658,  34.3845,2,  34.3852,2,    203.2,2,    205.8,2,    20.11,2,    27.07,2,     0.00,2,     1.88,2,    0.224,2,    0.123,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,5,     1.28,2,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.9927,-999.000
     316N138_7,  P14C,    27,  1,     15,     15,2,19920906,2204,-25.6700, 176.7400, 4448,    914.4,   5.0888,  34.3787,2,  34.3807,2,    190.9,2,    191.8,2,    32.90,2,    30.15,2,     0.00,2,     2.10,2,    0.078,2,    0.047,2, -999.000,9,-999.0000,9,  -999.00,9,    -98.6,2,     1.01,2,-999.000,9,     4.3,-999.0000,-999.000,-999.000,  5.0128,-999.000
     316N138_7,  P14C,    27,  1,     16,     16,2,19920906,2204,-25.6700, 176.7400, 4448,   1016.1,   4.4083,  34.4140,2,  34.4144,2,    176.7,2,    179.4,2,    47.70,2,    32.14,2,     0.00,2,     2.23,2,    0.033,2,    0.022,2, -999.000,9,-999.0000,9,  -999.00,9,   -120.7,2,     0.88,2,-999.000,9,     3.1,-999.0000,-999.000,-999.000,  4.3283,-999.000
     316N138_7,  P14C,    27,  1,     17,     17,2,19920906,2204,-25.6700, 176.7400, 4448,   1116.0,   3.8762,  34.4586,2,  34.4581,2,    171.1,2,    172.4,2,    61.72,2,    33.22,2,     0.00,2,     2.31,2,    0.016,2,    0.004,2, -999.000,9,-999.0000,9,  -999.00,9,   -129.9,2,     0.74,2,-999.000,9,     5.3,-999.0000,-999.000,-999.000,  3.7919,-999.000
     316N138_7,  P14C,    27,  1,     18,     18,2,19920906,2204,-25.6700, 176.7400, 4448,   1217.3,   3.4728,  34.5070,2,  34.5046,2,    165.0,2,    165.7,2,    75.37,2,    33.87,2,     0.00,2,     2.37,2,    0.019,2,    0.008,2, -999.000,9,-999.0000,9,  -999.00,9,   -154.4,2,     0.61,2,-999.000,9,     3.1,-999.0000,-999.000,-999.000,  3.3837,-999.000
     316N138_7,  P14C,    27,  1,     19,     19,2,19920906,2204,-25.6700, 176.7400, 4448,   1317.8,   3.1711,  34.5438,2,  34.5434,2,    158.5,2,    160.3,2,    86.65,2,    34.39,2,     0.00,2,     2.41,2,    0.006,2,    0.006,2, -999.000,9,-999.0000,9,  -999.00,9,   -154.3,2,     0.52,2,-999.000,9,     5.3,-999.0000,-999.000,-999.000,  3.0766,-999.000
     316N138_7,  P14C,    27,  1,     20,     20,2,19920906,2204,-25.6700, 176.7400, 4448,   1417.6,   2.9479,  34.5688,2,  34.5689,2,    155.9,2,    156.6,2,    94.34,2,    34.65,2,     0.00,2,     2.44,2,    0.001,2,   -0.001,2, -999.000,9,-999.0000,9,  -999.00,9,   -182.0,2,     0.47,2,-999.000,9,     3.1,-999.0000,-999.000,-999.000,  2.8474,-999.000
     316N138_7,  P14C,    27,  1,     21,     21,2,19920906,2204,-25.6700, 176.7400, 4448,   1517.4,   2.7871,  34.5854,2,  34.5848,2,    153.8,2,    154.8,2,    99.61,2,    34.95,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -181.5,2,     0.38,2,-999.000,9,     4.9,-999.0000,-999.000,-999.000,  2.6802,-999.000
     316N138_7,  P14C,    27,  1,     22,     22,2,19920906,2204,-25.6700, 176.7400, 4448,   1618.5,   2.6469,  34.5987,2,  34.5995,2,    152.8,2,    153.7,2,   104.28,2,    35.08,2,     0.00,2,     2.48,2,    0.006,2,    0.006,2, -999.000,9,-999.0000,9,  -999.00,9,   -181.1,2,     0.39,2,-999.000,9,     7.3,-999.0000,-999.000,-999.000,  2.5334,-999.000
     316N138_7,  P14C,    27,  1,     23,     23,2,19920906,2204,-25.6700, 176.7400, 4448,   1825.8,   2.4283,  34.6197,2,  34.6205,2,    151.1,2,    152.2,2,   111.04,2,    35.34,2,     0.00,2,     2.49,2,    0.003,2,    0.006,2, -999.000,9,-999.0000,9,  -999.00,9,   -193.9,2,     0.34,2,-999.000,9,     1.9,-999.0000,-999.000,-999.000,  2.3003,-999.000
     316N138_7,  P14C,    27,  1,     24,     24,2,19920906,2204,-25.6700, 176.7400, 4448,   2026.9,   2.2715,  34.6349,2,  34.6358,2,    152.6,2,    152.2,2,   115.56,2,    35.43,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -200.4,2,     0.33,2,-999.000,9,     2.0,-999.0000,-999.000,-999.000,  2.1287,-999.000
     316N138_7,  P14C,    27,  1,     25,     25,2,19920906,2204,-25.6700, 176.7400, 4448,   2225.0,   2.1480,  34.6473,2,  34.6485,2,    151.0,2,    152.2,2,   119.27,2,    35.47,2,     0.00,2,     2.50,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -202.7,2,     0.30,2,-999.000,9,     1.8,-999.0000,-999.000,-999.000,  1.9898,-999.000
     316N138_7,  P14C,    27,  1,     26,     26,2,19920906,2204,-25.6700, 176.7400, 4448,   2433.2,   2.0181,  34.6597,2,  34.6619,2,    154.4,2,    153.6,2,   121.96,2,    35.42,2,     0.00,2,     2.49,2,    0.002,2,    0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -201.9,2,     0.28,2,-999.000,9,     1.8,-999.0000,-999.000,-999.000,  1.8435,-999.000
     316N138_7,  P14C,    27,  1,     27,     27,2,19920906,2204,-25.6700, 176.7400, 4448,   2638.5,   1.9407,  34.6680,2,  34.6680,2,    155.5,2,    154.6,2,   123.81,2,    35.38,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -209.3,2,     0.27,2,-999.000,9,     1.8,-999.0000,-999.000,-999.000,  1.7487,-999.000
     316N138_7,  P14C,    27,  1,     28,     28,2,19920906,2204,-25.6700, 176.7400, 4448,   2842.2,   1.8815,  34.6737,2,  34.6758,2,    156.6,2,    155.3,2,   125.46,2,    35.38,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -208.0,2,     0.26,2,-999.000,9,     2.5,-999.0000,-999.000,-999.000,  1.6716,-999.000
     316N138_7,  P14C,    27,  1,     29,     29,2,19920906,2204,-25.6700, 176.7400, 4448,   3046.2,   1.8439,  34.6779,2,  34.6790,2,    156.8,2,    156.0,2,   126.90,2,    35.29,2,     0.00,2,     2.49,2,   -0.001,2,   -0.002,2, -999.000,9,-999.0000,9,  -999.00,9,   -209.0,2,     0.19,2,-999.000,9,     2.3,-999.0000,-999.000,-999.000,  1.6150,-999.000
     316N138_7,  P14C,    27,  1,     30,     30,2,19920906,2204,-25.6700, 176.7400, 4448,   3250.3,   1.8369,  34.6795,2,  34.6801,2,    156.9,2,    156.1,2,   127.29,2,    35.33,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -206.6,2,     0.24,2,-999.000,9,     2.8,-999.0000,-999.000,-999.000,  1.5879,-999.000
     316N138_7,  P14C,    27,  1,     31,     31,2,19920906,2204,-25.6700, 176.7400, 4448,   3454.0,   1.8357,  34.6814,2,  34.6819,2,    156.6,2,    156.5,2,   128.10,2,    35.38,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -208.8,2,     0.19,2,-999.000,9,     2.7,-999.0000,-999.000,-999.000,  1.5659,-999.000
     316N138_7,  P14C,    27,  1,     32,     32,2,19920906,2204,-25.6700, 176.7400, 4448,   3658.5,   1.8447,  34.6817,2,  34.6829,2,    156.5,2,    156.4,2,   128.28,2,    35.37,2,     0.00,2,     2.48,2,    0.004,2,    0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -202.9,2,     0.22,2,-999.000,9,     3.1,-999.0000,-999.000,-999.000,  1.5533,-999.000
     316N138_7,  P14C,    27,  1,     33,     33,2,19920906,2204,-25.6700, 176.7400, 4448,   3862.1,   1.8571,  34.6824,2,  34.6831,2,    156.5,2,    156.4,2,   128.67,2,    35.37,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -205.4,2,     0.22,2,-999.000,9,     2.3,-999.0000,-999.000,-999.000,  1.5434,-999.000
     316N138_7,  P14C,    27,  1,     34,     34,2,19920906,2204,-25.6700, 176.7400, 4448,   4066.8,   1.8718,  34.6828,2,  34.6848,2,    156.3,2,    156.6,2,   128.85,2,    35.42,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -209.5,2,     0.23,2,-999.000,9,     2.1,-999.0000,-999.000,-999.000,  1.5350,-999.000
     316N138_7,  P14C,    27,  1,     35,     35,2,19920906,2204,-25.6700, 176.7400, 4448,   4270.9,   1.8903,  34.6829,2,  34.6854,2,    156.3,2,    156.4,2,   129.24,2,    35.46,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -207.3,2,     0.22,2,-999.000,9,     2.3,-999.0000,-999.000,-999.000,  1.5299,-999.000
     316N138_7,  P14C,    27,  1,     37,     37,2,19920906,2204,-25.6700, 176.7400, 4448,   4490.9,   1.9101,  34.6826,2,  34.6843,2,    155.6,2,    156.5,2,   129.21,2,    35.41,2,     0.00,2,     2.49,2,    0.002,2,   -0.003,2, -999.000,9,-999.0000,9,  -999.00,9,   -202.5,2,     0.18,2,-999.000,9,     2.8,-999.0000,-999.000,-999.000,  1.5235,-999.000
     316N138_7,  P14C,    28,  1,      1,      1,9,19920907,0340,-25.2367, 176.8117, 4483,      1.5,  20.3489,  35.6693,2,-999.0000,9,    223.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.3486,-999.000
     316N138_7,  P14C,    28,  1,      2,      2,2,19920907,0340,-25.2367, 176.8117, 4483,     17.7,  20.3566,  35.6695,2,  35.6705,2,    221.3,2,    224.3,2,     1.66,2,     0.00,2,     0.01,2,     0.09,2,    2.153,2,    1.148,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 20.3533,-999.000
     316N138_7,  P14C,    28,  1,      3,      3,2,19920907,0340,-25.2367, 176.8117, 4483,     57.4,  19.8384,  35.6964,2,  35.6975,2,    206.2,2,    221.7,2,     1.64,2,     0.08,2,     0.13,2,     0.11,2,    2.185,2,    1.174,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 19.8278,-999.000
     316N138_7,  P14C,    28,  1,      4,      4,2,19920907,0340,-25.2367, 176.8117, 4483,    107.3,  18.7898,  35.5992,2,  35.6023,2,    189.7,2,    184.8,2,     2.02,2,     4.33,2,     0.02,2,     0.41,2,    1.861,2,    0.984,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 18.7708,-999.000
     316N138_7,  P14C,    28,  1,      5,      5,2,19920907,0340,-25.2367, 176.8117, 4483,    158.1,  17.8771,  35.6294,2,  35.6287,2,    208.9,2,    208.5,2,     1.81,2,     2.95,2,     0.04,2,     0.33,2,    2.122,2,    1.110,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 17.8500,-999.000
     316N138_7,  P14C,    28,  1,      6,      6,2,19920907,0340,-25.2367, 176.8117, 4483,    207.0,  16.9494,  35.5225,2,  35.5361,2,    198.8,2,    197.9,2,     2.39,2,     5.05,2,     0.01,2,     0.46,2,    2.081,2,    1.103,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 16.9151,-999.000
     316N138_7,  P14C,    28,  1,      7,      7,2,19920907,0340,-25.2367, 176.8117, 4483,    257.8,  15.6278,  35.3710,2,  35.3813,2,    186.5,2,    184.3,2,     3.16,2,     8.22,2,     0.01,2,     0.68,2,    1.743,2,    0.912,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.5874,-999.000
     316N138_7,  P14C,    28,  1,      8,      8,2,19920907,0340,-25.2367, 176.8117, 4483,    308.5,  14.6561,  35.2820,2,  35.2877,2,    184.9,2,    186.5,2,     3.55,2,     9.49,2,     0.01,2,     0.76,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.6099,-999.000
     316N138_7,  P14C,    28,  1,      9,      9,2,19920907,0340,-25.2367, 176.8117, 4483,    358.8,  13.7750,  35.1913,2,  35.1866,2,    184.8,2,    186.1,2,     4.32,2,    11.27,2,     0.01,2,     0.86,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.7233,-999.000
